ligandID,SMILES,maxring,numring,PDBs,PDBs_num
838,CC1c2cccc(c2)C=CCCC(C(C(=O)NC(C(=O)NC(C(=O)N3CCCC(N3)C(=O)O1)C)C(C)C)C)OC,22,3,5ta4,1
858,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Oc5ccc6c(c5)ccn6CC)C)O)C)OC)OC)C)C,21,6,1qpf,1
85A,c1cnccc1CNc2cc3c(cc2Cl)NC(=O)Nc4cnc(c(n4)OCCCCCO3)C#N,15,4,2e9v,1
89D,CCS(Nc1ccc2c(c1)C3=CN(C(=O)C=C3OCCCCc4cc(cc(c4O2)F)F)C)(O)O,12,4,5uex,1
8F5,CC1C2=C(C(C(=N2)C=C3C(C(C(=N3)C(=C4C(C(C(N4)(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O)CC=C)(C)CC(=O)O)CCC(=O)O)(C)C)CCC(=O)O,15,5,5n0g,1
8GQ,c1c2cc(c3c1CCC(=O)N3)OCC=CCOC4CC(N(C4)c5cc(n6c(n5)c(cn6)C#N)N2)CO,16,6,5n1v 5n1z,2
8TE,c1c(cc2c(c1Cc3cc(cc(c3O)Cc4cc(cc(c4O)Cc5cc(cc(c5O)C2)CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O)O)CP(=O)(O)O,16,5,5ncv,1
8TO,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=C(C(=O)C(=C(C1)C2=O)NCCN(C)C)C)C)OC)OC(=O)N)C)C)O)OC,19,2,4asb,1
8WE,CC=CC=CC(=O)NC(C1CC(=CC2CC(CC(O2)CCCC(=O)CC(CCCC(=O)O1)C)C)C)O,18,2,5ng1,1
8Y0,c1ccc-2c(c1)CN(c3ccccc3-c4c2n(nn4)CCCCCCCCCCCCC=CC(=O)C=NCC(=O)O)C(=O)CCCCCNC(=O)C(F)(F)F,8,4,5wr0,1
9B0,CCC(C(C)C1C(O1)CC(C)(C=CC=C(C)C2C(C=CC(C(CCC(CC(=O)O2)O)(C)O)OC(=O)N3CCN(CC3)C4CCCCCC4)C)O)O,12,4,5zya,1
9B7,c1nc2c(n1C3C(C4C(O3)COP(=O)(OC5C(COP(=O)(O4)O)OC(C5O)n6cnc7c6NC=NC7=O)O)O)NC=NC2=O,12,7,5vdr,1
9BA,CCC1C(=O)NC(C(=O)NCCC(C(=O)NC(C(=O)N1)CCCNC(=N)NC)(C)NC(=O)C(C)C)c2ccccc2,14,2,5vfc,1
9BJ,C1COP(=O)(OC2C(COP(=O)(OC1C(C(N3C=CC(=O)NC3=O)O)O)O)OC(C2O)N4C=CC(=O)NC4=O)O,12,4,5vds,1
9EY,COC(=O)Nc1ccc-2c(c1)NC(=O)CCCCC(c3[nH]cc2n3)NC(=O)C=Cc4cc(ccc4n5cnnn5)Cl,12,5,5q0d,1
9F1,Cc1cc(c(c(c1)F)C(=O)NC2CC=CC(CC(=O)Nc3cc(ccc3-c4c([nH]c2n4)Cl)NC(=O)OC)C)F,13,4,5q0h,1
9F7,CCC1CCCC(c2[nH]cc(n2)-c3ccc(cc3NC1=O)NC(=O)OC)NC(=O)C=Cc4cc(ccc4n5cnnn5)Cl,12,5,5q0g,1
9FA,CC1CC(=O)Nc2cc(ccc2-c3c[nH]c(n3)C(CC=C1)NC(=O)C=Cc4cc(ccc4n5cnnn5)Cl)NC(=O)OC,13,5,5q0f,1
9FD,CC1CCCC(c2[nH]cc(n2)-c3ccc(cc3NC(=O)C1)NC(=O)OC)NC(=O)C=Cc4cc(ccc4n5cnnn5)Cl,13,5,5q0e,1
9H4,Cc1c(nc2cc(ccc2n1)OC)OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)OC(C)(C)C)C(=O)NS(=O)(=O)C6(CC6)C,15,6,5voj 6ue3,2
9H7,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)Oc4c(nc5ccccc5n4)c6cccs6)C(=O)NS(=O)(=O)C7CC7,15,7,5vp9,1
9LF,Cc1c(c2c3c(cc(c2O)NC(=O)C(=CC=CC(C(C(C(C(C(C(C(C=COC4(C(=O)c3c1O4)C)OC)C)OC(=O)C)C)O)C)O)C)C)OC(=O)CO)O,24,5,5ysw,1
9U0,C1CCC=CC(CC1)OC(=O)NCCCCC(C(=O)O)N,8,1,6aao,1
9U9,C1CC2C(C2COC(=O)NCCCCC(C(=O)O)N)CCC#C1,8,2,6aaq,1
9UE,CC1CC(OC(=O)CC(NC(=O)C(N(C(=O)C(NC(=O)C(CC(=C1)C)C)C)C)Cc2c3ccccc3[nH]c2Br)c4ccc(cc4)O)C,19,4,5ogw 6tu7 7aln 6tu4,4
9VG,CC(=CC(=O)OC)C12C3C#CC=CC#CC(C1(O2)c4cc(c5c(c4N3)C(=O)c6ccccc6C5=O)O)O,10,6,5w27,1
9XB,CCCC1CC2CCC(O2)C(C(=O)OC(C(C3CCC(O3)C(C(=O)O1)C)C)C(C)C4CCC(O4)CC(CCC)N(C)C)C,16,4,5ojy,1
9ZK,CC1CCC=C(CC(C(=O)NC(C(=O)N(C(C(=O)NC(CC(=O)O1)c2ccc(cc2)O)Cc3c[nH]c4c3cccc4)C)CCCCN)C)C,19,4,6t24 6t23 5ooc 5ood,4
9ZM,COC(=O)Nc1ccc-2c(c1)NC(=O)CCc3c(ccc(n3)CC(c4[nH]cc2n4)NC(=O)C=Cc5cc(ccc5n6cnnn6)Cl)F,14,6,5wb6,1
A25,c1cc2c(cc1Cl)NC(=O)Nc3cncc(n3)OCCCCCO2,15,3,2e9u,1
ACX,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(O2)C(C7O)O)CO)CO)CO)CO)CO)O)O)O,30,22,3edd 3edf 1cxf 2zym 3bcd 2xfy 3ck7 2y5e,8
AFB,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O,13,2,1r8q 1re0 1s9d,3
AJU,c1cc2c(cc1C(=O)O)OCCOCCOCCOCCOCCO2,18,2,6imy,1
AMY,CCCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)c2cccc(c2O)NC=O)C)OC(=O)CC(C)C,9,2,6klv 3bcc,2
ANJ,CCCCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)c2cccc(c2O)NC=O)C)OC(=O)C(C)CC,9,2,2qjp 2qjk 5kli,3
ANY,CCCCCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)c2cccc(c2O)NC=O)C)OC(=O)C(C)CC,9,2,1ppj 3h1i,2
AP8,CC1CCC(C(=CCC(CC(C=CCC(OC(=O)C=CC=CCC(C(C1O)C)OC(=O)C(COC)N(C)C)C(C)C(C(C)CCC(C(C)C(C(C)C=CN(C)C=O)OC(=O)C)OC(=O)C(C)N(C)C)O)OC)C)C)OC,24,1,1wua,1
AR9,CCCCNC(=O)C(C)CC(C1CC(CCCCCCCC(=O)NC(C(=O)N1)C)C)O,15,1,3dv1 5qcw,2
ARD,Cc1ccc(s1)C2CC3CCC(C(O3)(C(=O)C(=O)N4CCCCC4C(=O)OC(CC(=O)C(C=C(C(C(C(=O)C(CC(C=CC=CC=C2C)C)C)OC)O)C)C)C(C)CC5CCC(C(C5)OC)O)O)C,29,5,4fap 3fap,2
AWB,CCCCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)c2cccc(c2O)NC=O)C)OC(=O)CC(C)C,9,2,5ae3,1
AXF,CCCCNC(=O)C(C)CC(C1CSCC=CCSC2CCCNC2C(=O)NC(C(=O)N1)C)O,15,2,5qcs 2f3f,2
AXQ,CCCCNC(=O)C(C(C)C)NC(=O)C(C)CC(C1CSCC=CCSCC(C(=O)NC(C(=O)N1)C)NC(=O)OC(C)(C)C)O,15,1,2f3e 5qd4,2
AY1,CCCCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)c2cccc(c2O)NC=O)C)OC(=O)C(C)C,9,2,1ntk,1
B15,c1cc(ccc1CCNC(=O)c2ccc(cc2)CN3CC(=O)O[Cu]OC(=O)C3)S(=O)(=O)N,8,3,2foq,1
B17,c1cc(ccc1C(=O)NCCOCCOCCN2CC(=O)O[Cu]OC(=O)C2)S(=O)(=O)N,8,2,2fos,1
B22,c1cc(cc(c1)NC(=O)CN2CC(=O)O[Cu]OC(=O)C2)C(=O)NCCc3ccc(cc3)S(=O)(=O)N,8,3,2fou,1
B30,c1cc(ccc1C(=O)NCCN2CC(=O)O[Cu]OC(=O)C2)S(=O)(=O)N,8,2,2foy 2fov,2
B4E,c1cn2c3c(cn2)-c4cc(cc(c4)Cl)OCCOCCNc1n3,14,4,5oy6,1
B4T,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOc1c2cc(cc1Cc3cc(cc(c3O)Cc4cc(cc(c4O)Cc5cc(cc(c5O)C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,16,5,6egy,1
B4X,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOc1c2cc(cc1Cc3cc(cc(c3O)Cc4cc(cc(c4OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)Cc5cc(cc(c5O)C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,16,5,6egz,1
B9A,c1ccc2c(c1)c3c4cccc(c4n2)CSCCNC(CCC(=O)NCCSCc5cccc6c5nc7ccccc7c6NCCCNCCCCNCCCN3)O,36,7,1fd5,1
BAV,CC1CCCCCCCCC(=O)N(C(C(=O)NC(C1)C(CNCc2cccc(c2)C(C)C)O)C)C,16,2,5qdb 3dv5,2
BC2,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C=C(C1OC)C2=O)C)C)OC(=O)N)C)C)OC)OC,19,2,3pej 2vwc,2
BC6,CC1CCC=C(C(=O)Nc2cc(cc(c2)O)CC(CC(C(C(C=C(C1OC(=O)N)C)C)O)OC)C)C,19,2,2vw5,1
BC9,CC1CC(CC(C(C(=CCCCC(OC(=O)CC(C(C1)C)O)C2CCC2C(=O)O)C#N)O)C)C,18,2,4ttv,1
BCD,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(O2)C(C8O)O)CO)CO)CO)CO)CO)CO)O)O)O,35,21,3czh 3edj 1g1y 3jus 3juv 1z0m 1z0n 2zyn 3dl9 3m3r 3cgt 3ck8 1jl8 3ld6 1gvi 3c6g 1dmb 2y4s 3m4e,19
BCM,CC(CO)(C(C12C(=O)NC(C(=C)CCO1)(C(=O)N2)O)O)O,8,3,1xpo,1
BGZ,CCC(C(C)C1C(O1)CC(C)C=CC=C(C)C2C(C=CC(C(CCC(CC(=O)O2)O)(C)O)OC(=O)C)C)O,12,2,6en4,1
BI6,CCC(C(=O)NC1C=CCCC2CCC(N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)N=C,8,4,2jk7,1
BIM,CN(C)c1c2ccc(n1)CCCn3cc(c4c3cccc4)C5=C(c6cn(c7c6cccc7)CCCC2)C(=O)NC5=O,19,8,2ow3,1
BIQ,CCCNC(=O)C1Cc2ccc(cc2)Oc3cc(ccc3[N+](=O)[O-])CC(C(=O)NC(C(=O)N1)CC(=O)N)NC(=O)OCc4ccccc4,17,5,2gpl,1
BKR,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(c5ccccc5)NC(=O)c6ccccc6)O)O)OC(=O)c7ccccc7)(CO4)OC(=O)C)O)C)O,8,7,6kj0,1
BO5,CN1CCC=CCCCCCC(=O)Cc2c(c(cc(c2Cl)O)O)C1=O,15,2,4ce2,1
BPB,CC=C1c2cc3c(c4c([nH]3)c(c5nc(cc6c(c(c([nH]6)cc(n2)C1C)C(=O)C)C)C(C5CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C)C(C4=O)C(=O)OC)C,16,6,2i5n 3g7f 5o64 1vrn 2wjn 2wjm 5m7l 5m7k 5m7j 5prc 1umx 6zi6 6et5 3d38 6zid 6zia 6zi5 6zi4 6zi9 4cas 5nj4 4ac5 2jbl 6zhw 1dxr 3t6e 3t6d 5o4c 7prc 1prc 2prc 6prc 2x5u 2x5v 3prc 1r2c,36
BPH,CCC1c2cc3c(c4c([nH]3)c(c5nc(cc6c(c(c([nH]6)cc(n2)C1C)C(=O)C)C)C(C5CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C)C(C4=O)C(=O)OC)C,16,6,1k6n 1k6l 1rqk 3wmm 4v8k 5b5n 5b5m 1mps 2uxm 3zuw 1m3x 2boz 4in7 4in6 4in5 1fnq 1fnp 4tqq 2uxj 2ux5 2ux4 5y5s 2gmr 2bns 2bnp 6z27 3v3z 3v3y 1z9j 1z9k 1e6d 4rcr 2gnu 1rgn 1rg5 1ry5 1rzh 1rzz 7c52 1aij 1aig 5v33 6z02 1pcr 4hbj 4hbh 4lwy 3zum 3dsy 1yst 2wx5 1ogv 3dta 3dts 3dtr 1dv6 1dv3 2hit 2j8c 2j8d 6z1j 3du3 3duq 1eys 5yq7 2hg3 2hg9 1rvj 1yf6 2hhk 1s00 1jgx 1jgy 1jgz 1jh0 5lse 4h9l 2jiy 2uxl 2uxk 2ux3 4h99 2rcr 5lri 1pyh 1e14 2jj0 2hj6 3du2 1l9j 1l9b 6z5s 6z5r 1ds8 1f6n 1pss 1pst 2uwv 2uww 2uwt 2uwu 2uws 1kby 7c9r 3i4d 4v9g 1jgw 2hh1 1qov,109
C0Q,CN1c2c(cc3cc2OCCOCC4CNCCN4c5ncc(c(n5)N3)Cl)CCC1=O,14,5,6ew8,1
C0T,CC1C(C(C(C(O1)OC2C#CC=CC#CC3(CC(=O)C(=C2C3=CCSSSC)NC(=O)OC)O)O)O)NO,10,3,3oti 3rsc,2
C2E,c1nc2c(n1C3C(C4C(O3)COP(=O)(OC5C(COP(=O)(O4)O)OC(C5O)n6cnc7c6N=C(NC7=O)N)O)O)N=C(NC2=O)N,12,7,6zxm 4f5d 6hq5 6ih1 6sft 4mdz 3hv8 4hjf 4fok 4foj 6pwk 4etz 3irw 6tj0 3qyy 4f9g 3pju 3pjt 5exx 6gs8 3ign 4rt0 4rt1 4eu0 4euv 5cfp 5cfl 5khd 5xbt 5tzd 5tzg 5tzf 5m1t 5xt3 4urs 4urg 5xql 3q3z 4lj3 2v0n 4zmm 4h54 4dn0 3mxh 5euh 5y4r 4fou 5htl 4emt 3n3t 4yb0 4p00 4p02 5eiy 5idm 2rde 3gg1 3gg0 3tvk 5xly 4rnh 3klo 2l74 4kby 6hbz 3gfx 3gfy 3gfz 3iwn 4oay 4oaz 6a04 5mkg 6qrl 4xrn 5xge 4y9p 5y6f 5y6g 6pfv 6pfj 6ybu 6ybb 1w25 3bre 4f5y 3i5c 3i5a 4ef4 5vx6 5ejl 5ejz 5ej1 5kgo 6rm0 2wb4 6ttr 6tts 4f48 5mf5 4f3h 3mut 3mur 3mum 6s86,105
C2I,c1nc2c(n1C3C(C4C(O3)COP(=O)(OC5C(COP(=O)(O4)O)OC(C5O)n6cnc7c6NC=NC7=O)O)O)NC=NC2=O,12,7,6k6t,1
C2K,c1cc2c(cc1CC(NC(=O)c3ccc(cc3OCCCCO2)C(F)(F)F)C(=O)NC4(CC4)CN)Cl,16,5,6ex8,1
C2W,COc1ccc2c(c1)C(=O)NC(Cc3ccc(c(c3)Cl)OCCCCO2)C(=O)NC4(CC4)C#N,16,5,6exq,1
C2X,COC1C2C(COP(=O)(OCCCCCCONOP(=O)(OC3C(COP(=O)(OC4C(COP(=O)(OC5CN(CC5COP(=O)(O2)O)Cc6c[nH]c7c6ncnc7N)O)OC(C4OC)n8cnc9c8NC(=NC9=O)N)O)OC(C3OC)n2cnc3c2ncnc3N)O)O)OC1n1cnc2c1NC(=NC2=O)N,35,13,3hio 3hiw,2
C3E,c1ccc2c(c1)C(=O)NC(Cc3ccc(c(c3)Cl)OCC=CCO2)C(=O)NC4(CC4)C#N,16,5,6ezp 6exo,2
C3R,CC1CCCC(C(OC(=O)C(C(C=C1)O)O)C(=CC(C)C(=O)C(C)C(CC(=O)O)OC)C)C,12,1,5o22,1
C4Q,c1ccc2c(c1)c(ccn2)CN3CCNCCNCCNCC3,12,3,2loa,1
C7Q,c1ccc2c(c1)CCC=CCOc3ccc(cc3Cl)CC(NC2=O)C(=O)NC4(CC4)C=N,16,5,6ezx,1
C7T,c1cc2c(cc1CC(NC(=O)c3cc(ccc3OCC=CCO2)C4CNC4)C(=O)NC5(CC5)C#N)Cl,16,6,6f06,1
C8L,C1N2C3C4N(C2=O)CN5C6C7N(C5=O)CN8C9C2N(C8=O)CN5C8C%10N(C5=O)CN5C%11C%12N(C5=O)CN5C%13C%14N(C5=O)CN5C%15C%16N(C5=O)CN5C%17C(N1C5=O)N1CN3C(=O)N4CN6C(=O)N7CN9C(=O)N2CN8C(=O)N%10CN%11C(=O)N%12CN%13C(=O)N%14CN%15C(=O)N%16CN%17C1=O,8,24,5n10,1
C8R,C1C2C(C(C(O2)n3c4c(nc3N)C(=O)N(C=N4)C5C(C(C(O5)COP(=O)(OP(=O)(O1)O)O)O)O)O)O,18,6,3u4h,1
CAI,CC1CC(C(C(C(CC(=O)OC(CC2C(O2)C=CC1=O)C)OC(=O)C)OC)OC3C(C(C(C(O3)C)OC4CC(C(C(O4)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O,16,4,1k8a,1
CDI,CC1(C(COP(=O)(OP(=O)(O1)O)O)O)CO,8,1,1h48 1jy8 4s38 1knj 4g9p,5
CFM,S1[Fe]2[S]3[Fe]4S[Fe]5[S]6[Fe]1[S]7[Mo]6[S]5[Fe]7S[Fe]8[S]2[Fe]3[S]48,8,9,1m34 1n2c 1g20 1g21 2min 1mio 1fp4 1qh8 1qh1 1m1y 1qgu 1h1l 3min,13
CGM,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)O)N(C)C)O)CC=O)C)C)C,16,2,6b11,1
CGR,C1C2C(C(C(O2)N3CN(C4C(C(C(O4)COP(=O)(OP(=O)(O1)O)O)O)O)C5=C3C(=O)NC(=N5)N)O)O,16,5,2o3t 3zwn,2
CHR,Cc1cc(cc2c1ccc(c2C(=O)OC3C=C4C#CC5(C(O5)C#CC=C4C3OC6C(C(C(C(O6)C)O)O)NC)C7COC(=O)O7)O)OC,9,7,1o5p 1nco,2
CLJ,Cc1c(c(c(c(c1I)OC2C(C(C(C(O2)C)O)OC)O)OC)OC)C(=O)SC3C(OC(CC3O)ONC4C(OC(C(C4O)O)OC5C#CC=CC#CC6(CC(=O)C(=C5C6=CCSSSC)NC(=O)OC)O)C)C,10,6,3oth,1
CM1,CC1CC(NC2CCCCN(C2=O)O[Fe]34Oc5ccccc5C6=NC(CO6)C(=O)NC(CCCCN(O3)C(O4)C=CCCCCCCC(=O)O)C(=O)O1)O,18,6,1x89,1
CM2,c1ccc2c(c1)C3NC(CO3)C(=O)NC4CCCCN5C(O[Fe](O2)(O5)ON6CCCCC(C6=O)NC(=O)CCOC4=O)C=CCCCCCCC(=O)O,18,6,1x8u,1
CNY,C1C(C(C2C(C1N)OC3C(C(C(C(O3)CN)O)O)NCC4C(C(C(O4)O2)O)OC5C(C(C(C(O5)CN)O)O)N)O)N,11,5,1zz5,1
COJ,CC1=C2C(C(C(N2)(C3C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)(C)CC(=O)O)CCC(=O)O)(C)C)CCC(=O)O)C)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O,15,5,1i1h,1
CP3,Cc1c2[nH]c(c1CCC(=O)O)Cc3c(c(c([nH]3)Cc4c(c(c([nH]4)Cc5c(c(c([nH]5)C2)C)CCC(=O)O)CCC(=O)O)C)CCC(=O)O)C,16,5,2q71 1r3t 1r3w 1r3y,4
CRE,CC1=CCCC(=CCC(CC1)C(=C)C)C,10,1,5ik6,1
CTA,c1ccc(cc1)CC2C(=O)NC(C=CC(=O)NCC(C(=O)N3CCCC3C(=O)NC(C(=O)C(=O)N2)CCCNC(=N)N)NC=O)Cc4ccc(cc4)O,19,4,1tyn,1
CTY,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,14,3,1j5a 5igj 5igw 6u18,4
CU9,C[N+]1(CCc2cc(c3cc2C1Cc4ccc(cc4)Oc5c6c(cc(c5OC)OC)CC[N+](C6Cc7ccc(c(c7)O3)OC)(C)C)OC)C,18,8,3peo,1
CV1,c1nc2c3c([n+]1C4C(C(C(O4)COP(=O)(OP(=O)(OCC5C(C(C(n2c(n3)Br)O5)O)O)O)O)O)O)N,18,6,6puu 3zwy,2
CV9,CC1C=CC=CC=CC(CC(C(c2nc(co2)C=CC=CC(C(C=C(C=CC=CC=CC(=O)OC1C(C)C(CC(C)O)O)C)C)OC3C(C(C(C(O3)C)O)OC)OC)C)OC)O,31,3,6qri,1
CVR,c1nc2c3n1C4C(C(C(O4)COP(=O)(OP(=O)(OCC5CC(C(C5O)O)N(C2=N)C=N3)O)O)O)O,18,6,3u4i,1
CW1,CC1C2CCC(C2=CC3(CCC(=C3C(C1O)OC4C(C5C6(C(O4)COC)OC(O5)C(O6)(C)CCOC=O)O)C(C)C)C)(COC)O,8,6,3e6y,1
CW7,CC(C)C1=C2C(C(C(=C)C3CCC(C3CC2(CC1)C)(COC)O)O)OC4C(C5C6(C(O4)COC)OC(O5)C(O6)(C)C7CO7)O,8,7,3smk,1
CX7,CC1C2CCC(C2=CC3(CCC(=C3C(C1O)O)C(C)C)C)(COC)O,8,3,3sp5,1
CXR,c1nc2c3n1C4C(C(C(O4)COP(=O)(OP(=O)(OCC5C(C(C(O5)N(C2=N)C=N3)O)O)O)O)O)O,18,6,2o3q 2o3r 2o3s 3zwm,4
CY9,CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3Cc4ccccc4)C)O,11,4,3eks 3eku,2
CYE,Cn1cc2cc1C(=O)NCCCC(=O)NC3=C[NH+](C(=C3)C(=O)Nc4cc(n(c4)C)C(=O)Nc5cc(n(c5)CCCN)C(=O)NCCCC(=O)Nc6cn(c(n6)C(=O)Nc7cc(n(c7)C)C(=O)N2)C)C,40,7,1pqq,1
CZD,Cc1c(cnc(n1)c2ccc(cc2)C(C)(C)C)C(=O)NC(CCN)C(=O)N(C)C3c4ccc(c(c4)-c5cc(ccc5OCCN)CC(NC(=O)C(NC3=O)C)C(=O)NCC=N)OCCN,14,5,6b88,1
D1S,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCCN(C)C)C)OC)OC(=O)N)C)C)O)OC,19,2,3q5j,1
D77,CC(C(C(=O)OC)O)(C12C3C#CC=CC#CC(C1(O2)c4cc(c5c(c4N3)C(=O)c6c(ccc(c6O)O)C5=O)O)O)O,10,6,6bbx,1
D8E,Cc1cc(no1)C(=O)NC2CCCCN(C(=O)CCC(NC(=O)C(NC2=O)Cc3ccc(cc3)F)CO)C,15,3,6ffs,1
D8K,Cc1cc(no1)C(=O)NC2CNC(=O)C3CCCN3C(=O)CCC(NC(=O)C(NC2=O)Cc4ccc(cc4)F)CO,15,4,6ffn,1
D8P,Cc1ccc2c(n1)N(C(CCNC2)CO)C,8,2,5qbi,1
D9F,CC1CCCC=CC=CC(CC(CC=CC=CC(CC=CC=CC(=O)O1)O)O)O,24,1,6kjq 6kjp,2
D9O,CC1CCCC=CC=CC(CC(CC=CC=CC(CC=CC=CC(=O)O1)OC(=O)CCC(=O)O)O)O,24,1,6kjr,1
D9U,c1cc2ccc1CC(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NCCCC(=O)NC2)NC(=N)N)CCCCN)CCCCN,26,3,6kk2,1
DB5,C1CCc2c(nn[nH]2)C(CC1)OC(=O)O,8,2,5nhn 5ni3,2
DE0,c1cc2cc(c1)CNC(=O)CCNC(=O)C(CCCCNC(=O)C(NC(=O)C(NC(=O)C2)CCCCN)CCCCN)NC(=N)N,24,2,6kk4,1
DE6,CC1C(=O)NCc2cccc(c2)CC(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)N1)NC(=N)N)CCCCN)CCCCN,23,2,6kk5,1
DE9,Cc1cc2cc3nc(cc4c(c(c([nH]4)cc5nc(cc1[nH]2)C(=C5CCC(=O)O)C)CCC(=O)O)C)C=C3C,16,5,4xkb,1
DEB,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)O)C)O)C)C)C)O)C,14,1,1z8o 1z8q 1z8p 1oxa 5mnv 5mns 6zi3 1jio,8
DI0,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,14,4,6xza 6xzb 6xz7,3
DKN,CC=CC(C(C)(C1CC=CC=CC=Cc2nc(co2)C(=O)OC(CC=CC=CC=Cc3nc(co3)C(=O)O1)C(C)(C(C=CC)O)C(=O)OC)C(=O)OC)O,26,3,6fjm,1
DO3,CC(CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O,12,1,1h87 4x8i 6rq7 4tws 4n5r 5npl 5c6j 5c6i 6yxf 5oer 2qmi 5c6l 6sr5 6sr4 6sr3 6sr2 6sr1 6sr0,18
DOE,c1cc(ccc1CC2CN(CCN(CCN(CCN2CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)NC(=O)CSCCO,12,2,1nc2,1
DOF,c1cc(ccc1CC2CN(CCN(CCN(CCN2CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)[N+](=O)[O-],12,2,1nc4,1
DOL,CCN(CC)CCS(=O)(=O)C1CCN2C1C(=O)OC(C(C=CC(=O)NCC=CC(=CC(CC(=O)Cc3nc(co3)C2=O)O)C)C)C(C)C,23,3,2z2p 6zse 6zsd 6zsg 6zsa 6zsc 6zsb 1mrl 4u26 4u24 1sm1 6zs9,12
DRR,CCC(C)C1C(=O)NCCCOc2ccc(cc2)CC(C(=O)N1)NC(=O)C3Cc4ccc(cc4)OCCCCC(=O)NC(C(=O)N3)C(C)C,16,6,3bxr,1
DRS,CC(C)C1C(=O)NC(Cc2ccc(cc2)OCCCCC(=O)N1)C(=O)O,16,3,3bxs,1
DT0,c1cc2cc(c1)CNC(=O)CCCNC(=O)C(CCCCNC(=O)C(NC(=O)C(NC(=O)C2)CCCCN)CCCCN)NC(=N)N,25,2,6kpq,1
DTF,c1ccc2c(c1)cccc2CC3CC=CC(CC(=O)NC4(CCCCC4)C(=O)NC(C(=O)NC3)CC(=O)N)c5ccc(cc5)CP(=O)(O)O,15,5,1x0n,1
DUU,c1cc2ccc1CC(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NCCCC(=O)NC2)NC(=N)N)CCCCN)CCCCN,26,3,6kk3,1
