ligandID,SMILES,maxring,numring,PDBs,PDBs_num
KNH,CCCC1C(=O)NCC(CC(C(CCC(=CC=CC(CCCC(=O)CCCCC(CC(C(=O)O1)C)C)CC)COC)O)O)O,28,1,6ryp,1
KOS,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)C)OC)OC(=O)N)C)C)O)OC,19,2,1osf,1
KQV,CC(=O)N1CCC2CCC(N2C(=O)C(C1)NC(=O)c3cc4cc(ccc4[nH]3)C(F)(F)P(=O)(O)O)C(=O)NC(CCC(=O)N)C(=O)NC(c5ccccc5)c6ccccc6,8,6,6nuq 6njs,2
KT2,c1cn(c2c1c(ncn2)N)C3C(C4C(O3)COP(=O)(OC5C(C(COP(=O)(O4)O)OC5n6cnc7c6N=C(NC7=O)N)O)O)O,13,7,6s26,1
KT8,c1nc(c2c(n1)n(cn2)C3C(C4C(O3)COP(=O)(OC5C(C(COP(=O)(O4)O)OC5n6cnc7c6N=C(NC7=O)N)O)O)F)N,13,7,6s27,1
KUE,COc1ccc(cc1NC(=O)CC2=NNC(=O)c3c2cccc3)S(=O)(=O)N4CCCCCCC4,8,4,6s43,1
KVC,CC1c2cc(ccc2C(=O)N(Cc3c(n4cc(ccc4n3)C#N)-c5cnc(c(n5)O1)N)C)F,12,5,4ctb,1
KWM,Cc1cc2c(cc1C)N(CNC(=O)NC(=O)CC(CC(N2)O)c3ccccc3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)n5cnc6c5ncnc6N)O)O)O)O)O,13,6,6nqu,1
KX2,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN3CCCC3)C)OC)OC(=O)N)C)C)O)OC,19,3,3q5l,1
L2H,Cc1c-2nc(o1)-c3c(oc(n3)C(NC(=O)c4coc(n4)-c5coc(n5)-c6coc(n6)C(NC(=O)c7coc2n7)CCCCN)CCCCN)C,24,7,2mb3,1
L3J,CCCN(c1cc2cc(c1)C(=O)NC(Cc3cccc(c3)CCCC2)CNC(C(C)O)C(=O)N=CC(C)C)S(=O)(=O)C,14,3,6nv7,1
L3M,CCCC(C(C(=O)NCC(C)C)NCC1Cc2cccc(c2)CCCCc3cc(cc(c3)N(CCC)S(=O)(=O)C)C(=O)N1)O,14,3,6nv9 6uj1,2
L3Z,c1ccc2c(c1)-c3cc(ccn3)C(=O)Nc4nc5ccccc5n4CCCCCO2,15,5,6s9d,1
L4J,CCCCC(C(=O)NCC(C)C)NCC1Cc2cccc(c2)CCCCc3cc(cc(c3)N(CCC)S(=O)(=O)C)C(=O)N1,14,3,6nw3,1
L4V,CN1CCCC=CCCCC(=O)Cc2c(c(cc(c2Cl)O)O)C1=O,14,2,4ce3,1
L6G,CC(C)C1C(=O)NC(CC(=O)NCc2nc(cs2)C3=NC(CS3)(C(=O)N1)C)C=CCCS,16,3,4rn0,1
L6H,C1CCC2=C(C1)C=C(C(=O)N2)C(=O)NCC=CC(=O)OCC(=O)NCCCNC(=O)OC3CCCC=CCC3,8,3,6sc7,1
L7G,CC(C)C1C(=O)NC(CC(=O)NCc2cc(ccn2)C3=NC(CS3)(C(=O)N1)C)C=CCCS,16,3,4rn2,1
L86,c1ccc(cc1)CC2CNCCCNCCc3ccccc3CNC(=O)CN4C(=CN=C(C4=O)N2)Cl,19,4,1nm6,1
L8G,CC(C)C1C(=O)NC(CC(=O)NCc2cccc(n2)C3=NC(CS3)(C(=O)N1)C)C=CCCS,16,3,4rn1,1
L9J,CCC1C2CN(C1C(=O)NC3(CC3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)C(NC(=O)OC5CC5CCCCCc6c(nc7cc(ccc7n6)OC)O2)C(C)(C)C,18,7,6nzv,1
L9P,CCC1C2CN(C1C(=O)NC3(CC3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)C(NC(=O)OC5CC5CCCCC(c6c(nc7cc(ccc7n6)OC)O2)(F)F)C(C)(C)C,18,7,6nzt,1
LAB,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,14,3,3mn5 4v0u 2q0u 4b1u 4b1w 4b1v 6gvc 2yje 2yjf 6nbw 6nbe 6w7v 6nas 4b1y 4b1x 2v52 2v51 5zzb 5zza 5yee 7c2f,21
LAR,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=CC=C1)C,16,3,4gy2 4h0t 4h0v 4h0x 4h0y 4h03 1rfq 3sjh 1ijj 5nbn 1lcu 2a5x 1sqk 1esv 2q31 3buz 1rdw 2q1n,18
LC2,CC1C2CC(C=CC(=CCC(C=CC(=CC(C(C1=O)(C(=O)O2)C)NC(=O)C(=O)C)C)O)C)O,17,3,3jq4 3pip,2
LFE,Cc1c(sc-2c1C(NC(c3n2c(nn3)C)CC(=O)NC4COCCOCCOCC(=O)NC(C(=O)N5CC(CC5C(=O)NCc6ccc(cc6OCCOCCOC4)c7c(ncs7)C)O)C(C)(C)C)c8ccc(cc8)Cl)C,29,8,6sis,1
LLJ,c1cc2cc3c1ccc(c3)C[NH2+]CCOCC[NH2+]Cc4ccc5ccc(cc5c4)C[NH2+]CCOCC[NH2+]C2,28,5,2llj,1
LLM,CC1CC2CC=CC(O2)CC=CC(=O)OC(CC3C(O3)C(CC(=C)C1)O)C(C=CC4CC(=CCO4)C)O,18,4,4o4i 4o4h,2
LMA,CC1CC(C(C(O1)OC2C(CC(C(=O)C(C(C(C(OC(=O)C(C(C2C)OC3CC(C(C(O3)C)OC(=O)C)(C)OC)C)C(C)C(C)O)C)OC(=O)C)C)(C)O)C)C)OC,14,3,3pio 3pip,2
LO3,CC1CC(CC(O1)CCC(C)C(C(C)C2C(C(CC(C3(CO3)C(CC4CC=CC(O4)CC(C(C=C(C=CC(=O)O2)C)O)OC)OC)OC)OC)C)O)OC,20,4,3m6g,1
LVT,c1c(cc2c(c1Cc3cc(cc(c3OCC(=O)O)Cc4cc(cc(c4OCC(=O)O)Cc5cc(cc(c5OCC(=O)O)C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)OCC(=O)O)S(=O)(=O)O,16,5,6suy,1
LY4,CN(C)CC1CCn2cc(c3c2cccc3)C4=C(c5cn(c6c5cccc6)CCO1)C(=O)NC4=O,14,6,2j2i 1uu3,2
LZY,CN1Cc2cc(ccc2NCCC1=O)F,8,2,5qqb,1
M1S,c1c(c2c(c(c1O)Cl)CC(=O)CCCCCC=CCCOC2=O)O,15,2,2iwx,1
M4Y,CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,10,3,6och,1
M6A,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC(=O)NCCNC(=N)NC(=O)NC)C)OCC#C)(C)O)C)OC(O2)(C)C)C)(C)O,14,2,4z2h,1
M6B,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC(=O)NCCCNC(=N)NC(=O)NC)C)OCC#C)(C)O)C)OC(O2)(C)C)C)(C)O,14,2,4z2i,1
M6E,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC(=O)NCCCCCCCNC(=N)NC(=O)NC)C)OCC#C)(C)O)C)OC(O2)(C)C)C)(C)O,14,2,4z2k,1
M6F,CCC1C(C(C(C(C(CC(C(C(C(C(C(=O)O1)C)OC(=O)NCCCNC(=N)NC(=O)NC)C)OCC#C)(C)O)C)O)C)O)(C)O,14,1,4z2l,1
M6G,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC(=O)NCCCCCNC(=N)NC(=O)NC)C)OCC#C)(C)O)C)OC(O2)(C)C)C)(C)O,14,2,4z2j,1
M6V,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC(=O)NCCCCNC(=N)NC(=O)NC)C)OCC#C)(C)O)C)OC(O2)(C)C)C)(C)O,14,2,4z2g,1
M8B,CC(C)(C)C1C(=O)NCC=CCc2ccc(cc2)CC(C(=O)N1)(CCCN(Cc3ccc(cc3)Br)NC(=O)C(C(C)(C)C)NC(=O)OC)O,15,4,3zpu,1
M8Y,CC(C)C1C(=O)NCC=CCc2ccc(cc2)CC(C(=O)N1)(CCCN(Cc3ccc(cc3)Br)NC(=O)C(C(C)(C)C)NC(=O)OC)O,15,4,3zpt,1
MIV,CCC1C(C=CC=CC(=O)C(CC(C(C(C=CC(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)C)COC3C(C(C(C(O3)C)O)OC)OC,16,3,3zsn 2y98 5uhu 2y46 4x7v,5
MMI,CC(C)CC(C(CC(C)C(=O)NC(C(C)C)C(=O)NCc1ccccc1)O)NC(=O)C2CC(=O)NCCCCCCOC(=O)NC(C(=O)N2)C(C)C,16,2,1xs7,1
MMP,CCc1c(c2cc3nc(cc4c(c(c([nH]4)cc5nc(cc1n2C)C(=C5CC)C)C)CCC(=O)O)C(=C3C)CCC(=O)O)C,16,5,1ngw 6pnk 6p45 4fxm 1n7m 4g0f 3fct 1c1h,8
MQH,CC1CCN2C1C(=O)NC(C(=O)NC(C(=NC(C(=O)NC(C(C)c3ccccc3)C(=O)NC(CC(=O)OC)c4nccs4)C(C)(C)C)NCC2=O)C(C)(C)C)C(C)C,12,4,6t6y,1
MQW,CC(C)C1C(=O)NC(C(=NCC(=O)N2CCCC2C(=O)N1)NC(C(C)C)C(=O)NC(Cc3ccccc3)C(=O)NC(CC(=O)O)C4=NC(CS4)C(=O)O)C(C)C,12,4,6t6x,1
MQZ,CC1CCN2C1C(=O)NC(C(=O)NC(C(=NC(C(=O)NC(C(C)c3ccccc3)C(=O)NC(CC(=O)OC)c4nccs4)C(C)(C)C)NCC2=O)C(C)(C)C)CCS(=O)C,12,4,6t70,1
MR8,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)OC)OC)C)C)C)OC,29,4,4dh0,1
MRB,CC1CCN2C1C(=O)NC(C(=O)NC(C(=NC(C(=O)NC(C(C)c3ccccc3)C(=O)NC(CC(=O)OC)c4nccs4)C(C)(C)C)NCC2=O)C(C)(C)C)CCSC,12,4,6t6z,1
MRQ,c1ccc2c(c1)CN(CC(=O)n3cccc3CC(=O)NC(C(=O)NC(CSC2)C(=O)N)CCCNC(=N)N)Cc4ccco4,18,4,6t7h,1
MT9,CCC1C(C=CC(=O)C(CC(C(C(C(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)C)(C)O,12,2,3fwo,1
MTC,COC(=O)NC1=C2CC#CC=CC#CC(C2=CCSSSC)(CC1=O)O,10,2,2pik 1pik 2l65,3
MUL,CCN(CC)CCSCC(=O)OC1CC(C(C(C23CCC(C1(C2C(=O)CC3)C)C)C)O)(C)C=C,8,3,1xbp 3g4s,2
MVI,CCC1C(C=CC=CC(=O)C(CC(C(C(C=CC(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)C)COC3C(C(C(C(O3)C)O)O)O,16,3,4x81 3ssn 4x7w,3
MWY,CCC1(CC(C2(C(CCC3(C2C(=O)CC3)C(C1O)C)C)C)OC(=O)CSc4nc([nH]n4)N)C,8,4,6ooa,1
MY8,CCC1C(C=CC=CC(C(CC(C(C(C=CC(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)C)O)C,16,2,5foi,1
MYV,CCC1C(C=CC=CC(=O)C(CC(C(C(C=CC(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)C)(COC3C(C(C(C(O3)C)O)OC)OC)O,16,3,2y5n 4aw3,2
N0J,CCC1CCC=CC(C2CCC2CN3CC4(CCCc5c4ccc(c5)Cl)COc6c3cc(cc6)C(=O)NS1(=O)=O)O,16,6,6oqb,1
N0M,CC1CCCCC(C2CCC2CN3CC4(CCCc5c4ccc(c5)Cl)COc6c3cc(cc6)C(=O)NS1(=O)=O)O,16,6,6oqd,1
N0P,c1cc2c3cc1C(=O)NS(=O)(=O)CCOCCCCCCN3CC4(CCc5c4ccc(c5)Cl)CO2,16,5,6oqn,1
N0S,CC1CCC=CC(C2CCC2CN3CC4(CCCc5c4ccc(c5)Cl)COc6c3cc(cc6)C(=O)NS1(=O)=O)O,16,6,6oqc,1
N1C,c1nc2c3n1C4C(C(C(O4)COP(=O)(OP(=O)(OCC5C(C(C(O5)N(C2=O)C=N3)O)O)O)O)O)O,18,6,3i9l 2pgj 2pgl,3
N7N,c1ccc2c(c1)ccnc2C(=O)NC3CCCCC4CCC(N4C3=O)C(=O)NC(CC(=O)O)CO,8,4,5mtk,1
NHN,CCCC(C(=O)C(=O)NCC(=O)NC(c1ccccc1)C(=O)N(C)C)NC(=O)C2CC3CN2C(=O)C(NC(=O)CCc4cccc(c4)OCCO3)C5CCCCC5,16,5,2gvf,1
NKJ,CC1CCCOc2ccccc2C(=O)Nc3cccc(n3)-c4n1cnn4,14,4,6oyw,1
NP4,c1c(c2c(c(c1O)Cl)CC(=O)CCCC=CCCOC2=O)O,13,2,2iws,1
NP5,c1c(c2c(c(c1O)Cl)CC(=O)CCCC=CCCOC2=O)O,13,2,2iwu,1
NR7,COC(=O)Nc1ccc-2c(c1)NC(=O)CCC=CCC(c3[nH]cc2n3)N4CCC(CC4=O)c5cccc(c5)Cl,13,5,5qqp,1
NRB,CCC1C(C=CC(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC2C(C(CC(O2)C)N(C)C)O)C)C)C,14,2,2vzm 2c7x,2
NRJ,COC(=O)Nc1ccc-2c(c1)NC(=O)CCC=CCC(c3[nH]cc2n3)N4CCC(OC4=O)c5cccc(c5)Cl,13,5,5qqo,1
NWT,CCCCC=CC(=O)NC(Cc1cc(cc(c1)F)F)C(=O)NC2COC(=O)C3CC(CN3C(=O)C(NC(=O)C4CCCCN4C(=O)C5CCCN5C2=O)C)C,16,5,6ttz,1
O31,CC1(CC1)S(=O)(=O)NC(=O)C2(CC2C(F)F)NC(=O)C3CC4CN3C(=O)C(NC(=O)OC5CCCC5OCC=CC(c6c(nc7ccccc7n6)O4)(F)F)C(C)(C)C,18,7,6p6l 6p6m 6p6o 6p6t 6p6v 6p6r 6p6s 6p6z 6vdl 6vdm,10
O4B,C1COCCOCCOCCOCCOCCO1,18,1,6q9u 6bty 6btz 5hxt 6ipz 7jy0 7jy1 7jy3 6q9s 6in0 5hxq 5hxp 6jwc 6lzy 7c44 5zw8 5zw7 5zw2 4xzw 6in1 6in3 6in2 7jxz 3wh0 6q9w 6q9q 6af6 3wur 4bei 6imx 6imz 7c3q 7c3y 6r8w 3whm 6bu0,36
O7N,c1cc2cc(c1)CNC(=O)CNC(=O)C(CCCCNC(=O)C(NC(=O)C(NC(=O)C2)CCCCN)CCCCN)NC(=N)N,23,2,6y3b,1
O7S,CC1=CC(CC(Cc2nc(co2)C(=O)N3CCCC3C(=O)OC(C(C=CC(=O)NCC=C1)CC=C)C(C)C)F)O,23,3,6pc6 6x3c 6wyv,3
O7V,CC1C=CC(=O)NCC=CC(=CC(CC(Cc2nc(co2)C(=O)N3CCCC3C(=O)OC1C(C)COC(=O)Nc4cc5ccccc5cn4)F)O)C,23,5,6pc7 6pc5 6x3j,3
O7Y,CC1C=CC(=O)NCC=CC(=CC(CC(=O)Cc2nc(co2)C(=O)N3CCCC3C(=O)OC1C(C)COC(=O)Nc4cc5ccccc5cn4)O)C,23,5,6pc8,1
O8D,CC1=CC(CC(=O)Cc2nc(co2)C(=O)N3CCCC3C(=O)OC(C(C=CC(=O)NCC=C1)CC=C)C(C)C)O,23,3,6pch,1
O8J,CC1C=CC(=O)NCC=CC(=CC(CC(=O)Cc2nc(co2)C(=O)N3CCCC3C(=O)OC1C(C)C)O)C,23,3,6pcq,1
O8P,CC1C=CC(=O)NCC=CC(=CC(CC(=O)Cc2nc(co2)C(=O)N3CCCC3C(=O)OC1C(C)COC(=O)Nc4ccnc(c4)Br)O)C,23,4,6pcr,1
O8S,CC1C=CC(=O)NCC=CC(=CC(CC(=O)Cc2nc(co2)C(=O)N3CCCC3C(=O)OC1C(C)COC(=O)Nc4ccc(cc4)C(F)(F)F)O)C,23,4,6pcs,1
O8V,CC1C=CC(=O)NCC=CC(=CC(CC(=O)Cc2nc(co2)C(=O)N3CCCC3C(=O)OC1C(C)COC(=O)Nc4cc5ccccc5cn4)O)C,23,5,6pct,1
OD8,CC1C2CCC(C2CC3(CCC(C3C(C1O)OC4C(C(C(C(O4)CO)O)O)O)C(C)C)C)COC,8,4,6y6b,1
ODB,c1ccc2c(c1)CN(CC(=O)N3CCCC3CC(=O)NC(C(=O)NC(CSC2)C(=O)N)CCCNC(=N)N)Cc4ccccc4CO,18,4,6gwe,1
OL7,Cc1c(nc2cc(ccc2n1)OC)OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)C(C6CCCCC6)NC(=O)OC)C(=O)NS(=O)(=O)C7(CC7)C,15,7,6piu,1
OLJ,Cc1c(nc2cc(ccc2n1)OC)OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)OC6CC7CC7C6)C(=O)NS(=O)(=O)C8(CC8)C,15,8,6piv,1
OLV,Cc1c(nc2cc(ccc2n1)OC)OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)OC6CCCCC6)C(=O)NS(=O)(=O)C7(CC7)C,15,7,6piw,1
OLY,Cc1c(nc2c(n1)CC=C(C2)OC)OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)C6(CCCC6)NC(=O)OC)C(=O)NS(=O)(=O)C7(CC7)C,15,7,6pix,1
OM7,CCC(C)C(C(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)Oc4c(nc5ccc(cc5n4)OC)C)C(=O)NS(=O)(=O)C6(CC6)C)NC(=O)C,15,6,6pj2,1
OMS,Cc1c(nc2cc(ccc2n1)OC)OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)OC6(CCC6)C)C(=O)NS(=O)(=O)C7(CC7)C,15,7,6piy,1
OMV,CCC1(CCCC1)OC(=O)NC2CCCCCC=CC3CC3(NC(=O)C4CC(CN4C2=O)Oc5c(nc6ccc(cc6n5)OC)C)C(=O)NS(=O)(=O)C7(CC7)C,15,7,6pj0,1
ON4,Cc1c(nc2cc(ccc2n1)OC)OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)OC6(CC6)C)C(=O)NS(=O)(=O)C7(CC7)C,15,7,6piz,1
ONN,c1ccc(c(c1)CC(=O)O)CNC(=O)C2CSSCCC(C(=O)NC(CC(=O)N2)Cc3ccc(cc3)O)N,13,3,6ydx,1
OOE,c1nc(c2c(n1)n(cn2)C3C(C4C(O3)COP(=O)(OC5C(COP(=O)(O4)O)OC(C5F)n6cnc7c6N=C(NC7=O)N)O)F)N,12,7,6yea,1
OOZ,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)O)C)C,21,4,6yf3,1
OP5,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC(=O)C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,21,4,6yf2,1
OP8,CCC1C2C(O2)(CC(CC(C3C(CC(C(O3)(C(=O)C(=O)N4CCCCC4C(=O)OC(C(C(CC1=O)O)C)C(=CC5CCC(C(C5)OC)O)C)O)C)OC)OC)C)C,21,5,6yf1,1
OQW,c1c(c(c(c(c1F)F)S(=O)(=O)N)NC2CCCCCCC2)F,8,2,6yh6,1
OZV,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP4(=O)OP(=O)(OP(=O)(OP(=O)(O4)O)O)O)O)O)N,8,4,6pvw,1
P04,c1cc2cc(c1)NC(=O)CCCCc3cnn4c3nc(nc4NC5CC5)N2,14,5,3be9,1
P07,CCn1c-2c(nn1)-c3ccccc3-c4c(nnn4CC)-c5c2cccc5,8,5,5afg,1
P0J,OP1(=O)OP(=O)(OP(=O)(OP(=O)(O1)O)O)O,8,1,6pvw,1
P0S,OP1(=O)OP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(O1)O)O)O)O)O,12,1,6pvu,1
P2N,c1c(c2c(c(c1O)Cl)CC(=O)CCCCC=CCCOC2=O)O,14,2,2cgf,1
P8X,CC1C2=C(C(C(=N2)C=C3C(C(C(=N3)C=C4C(C(C(N4)(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)(C)C)CCC(=O)O,15,5,4au1,1
PHO,CCC1=C(c2cc3c(c(c([nH]3)cc4nc(c5c6c(c(c([nH]6)cc1n2)C)C(=O)C5C(=O)OC)C(C4C)CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C)C=C)C,16,6,4ixq 4v82 5b5e 6w1o 6w1v 6w1t 6w1r 6w1p 6w1q 6kac 6kaf 6kad 5mx2 5b66 4fby 4ixr 1s5l 1fe1 4pj0 3a0h 1w5c 2axt 7cou 7coy 4yuu 1ilx 5tis 4rvy 5kaf 5kai 6yp7 7d1t 7d1u 5v2c 5ws5 5ws6 5gti 3a0b 6dhh 6dho 6dhf 6dhg 6dhe 6dhp 1izl 6w1u 6j40 5mdx 5zzn 4pbu 7nhq 7nhp 7nho 7cji 7cjj 3wu2 6j3y 6j3z 6wj6 5e79 5e7c 4ub8 4ub6 4v62 3jcu 6jlp 6jlu 6jlj 6jlk 6jll 6jlm 6jln 6jlo 4tnj 4tnk 4tnh 4tni 5xnm 5gth 5h2f 3kzi 4il6 7czl 5xnl,84
PI4,CC(C)(C)NC(=O)C1CCCCN1CC(C2Cc3ccc(cc3)OCCCC(=O)NC(C(=O)N2)CC(=O)N)O,15,4,1b6l,1
PI5,CCC(C)C1C(=O)NCCCOc2ccc(cc2)CC(C(=O)N1)NCC(C(Cc3ccc(cc3)O)NC(=O)C(C(C)C)N4CCCC4=O)O,15,5,1b6k,1
PI6,CCC(C)C1C(=O)NCCCOc2ccc(cc2)CC(C(=O)N1)NCC(C(Cc3ccccc3)NC(=O)OC(C)(C)C)O,15,4,1b6m 1mtr,2
PI7,CCC(C)C1C(=O)NCCCOc2ccc(cc2)CC(C(=O)N1)NCC(C(Cc3ccc(cc3)O)NC(=O)C(C(C)C)NC(=O)CC)O,15,4,1b6p,1
PI8,CCC(C)C1C(=O)NCCCCCOc2ccc(cc2)CC(C(=O)N1)NCC(CC(Cc3ccccc3)C(=O)NC4c5ccccc5CC4O)O,17,6,1d4k,1
PI9,CC(C)CCN(CC(C1Cc2ccc(cc2)OCCCCCC(=O)NC(C(=O)N1)C(C)C)O)S(=O)(=O)c3ccc(cc3)N,17,4,1d4l,1
POH,C[n+]1ccc(cc1)c2c3ccc([nH]3)c(c4nc(c(c5ccc([nH]5)c(c6nc2C=C6)c7cc[n+](cc7)C)c8cc[n+](cc8)C)C=C4)c9cc[n+](cc9)C,16,9,6jjh 6jji 2a5r 6kfl 2hri,5
POU,CCC(CO)C=C(C)C1CC(CC(C(C2(C(C(CC(O2)CC(C(C(=O)O1)O)OC)OC)O)O)(C)C)O)OC,14,2,4o4l 5sye 5kmg 5syc 4o4j,5
PP6,CC(C)C1C(=O)NC(Cc2ccc3cccc(c3c2)CC(=O)N1)P(=O)([O-])OC(Cc4ccccc4)C(=O)OC,12,4,2wed 2wea,2
PP7,CC(C)CC1NC(=O)C(CC(=O)NCc2cccc(c2)CC(OP1(=O)O)C(=O)OC)NC(=O)C(C(C)C)NC(=O)CC(C)C,15,2,1bxo,1
PP9,Cc1c2cc3nc(cc4c(c(c([nH]4)cc5nc(cc(c1CCC(=O)O)[nH]2)C(=C5C)CCC(=O)O)C=C)C)C(=C3C)C=C,16,5,5duo 5e9z 4kla 1z53 2qd5 2qd1 6g71 2hre 2y4e 4uc1 1hrs,11
PQ2,CC1(C(C2=CC3=NC(=Cc4c(c(c([nH]4)Cc5c(c(c([nH]5)C=C1N2)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)C(C3(C)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O,16,5,6veb,1
PQ5,c1cc(c2cc1-c3cnn4c3nc(cc4)NCCOCCO2)C(=O)O,14,4,6yul 6z5c 6z55 6z4z,4
PS9,S1SSSSSSS1,8,1,5jr5 3hyx 3hyv 3hyw,4
PTT,COc1c2c(nc(n1)N)NC3C(N2)C4=C5C(O3)COP(=O)(O[Mg]OP(=O)(OCC6C7=C(C8C(O6)NC9=C(N8)C(=O)NC(=N9)N)S[W](S5)(S7)(S4)O)O)O,16,9,1b25,1
PUL,CC1C(C(C(C(O1)OC(C)C(C=CC=CC=CC(=O)C(C)C(C(C)C2CC=CC=CC=CC(C(=O)C(=CC=CC(=CC(C(=CCC(=O)O2)C)O)C)C)O)O)O)OC)O)OC,22,2,2c78 4pc7,2
PWB,c1nc(c2c(n1)n(cn2)C3C(C4C(O3)COP(=O)(OC5C(COP(=O)(O4)S)OC(C5F)n6cnc7c6ncnc7[NH3+])O)F)[NH3+],12,7,6ywb 6ywa,2
PXI,CCC1C(C=CC(=O)C(CC(C(C(C(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)C)C,12,2,2vz7 2c6h 2ca0 2cd8,4
PXT,CC1CC2(CCC(O2)C34CCC(O3)(CC(O4)C5C(=O)CC(O5)(C(C6CCC7(O6)CCCC(O7)C(C(=O)OC8CC(OC8C=CC(=C1)C)C9(C(=C(CCO9)C)O)O)C)O)C)C)C,26,9,2q0u 2q0r,2
PY8,c1cc2cc(c1)S(=O)(=O)NCCCNc3c(cnc(n3)N2)Br,13,3,2j9m,1
PYW,CCC(=C1C(=O)OC(C(C(=O)NC(C(C(C(=O)O1)C)O)Cc2cccnc2)NC(=O)c3c(cccn3)O)C)C,12,3,4bge 4bii,2
Q4D,CN1CCC=CC(C2CCC2CN3CC4(CCCc5c4ccc(c5)Cl)COc6c3cc(cc6)C(CC1=O)(C(=O)NS(=O)(=O)N(C)C)O)OCCN7CC(C7)(F)F,16,7,6ud2,1
Q4S,CN1CCC=CC(C2CCC2CN3CC4(CCCc5c4ccc(c5)Cl)COc6c3cc(cc6)C(CC1=O)(C(=O)NS(=O)(=O)N(C)C)O)OC,16,6,6udi,1
Q4V,CN1CCC=CC(C2CCC2CN3CC4(CCCc5c4ccc(c5)Cl)COc6c3cc(cc6)C(CC1=O)(C(=O)O)O)O,16,6,6udt,1
Q4Y,CN1CC=CCCCCN2CC3(CCCc4c3ccc(c4)Cl)COc5c2cc(cc5)C(CC1=O)(C(=O)O)O,15,5,6udu,1
Q51,CC1CC=CC(C2CCC2CN3CC4(CCCc5c4ccc(c5)Cl)COc6c3cc(cc6)C(=O)NS(=O)(=O)C1C)O,16,6,6udv,1
Q6B,CC1CC(=CCC(OC(=O)CCCC1OC(=O)C=CC(=CC(=CC=CC(=CC(C(CC(C)O)O)O)C)C)C)C(C)CC(=CC(C)C(CC(C)O)O)C)C,12,1,6z3t,1
Q7H,CN1CCCN(C(=O)COc2cc(ccc2OC3CCOC=C3)Nc4c5c(c[nH]c5ncn4)C1)C,16,5,6z54,1
Q7K,CN1CCCN(C(=O)COc2cc(ccc2OC3CCOCC3)Nc4c5c(c[nH]c5ncn4)C1)C,16,5,6z50,1
